,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수,채널명
6216,논란 많은 디렉터들 근황,https://www.youtube.com/watch?v=I8ObFzEVL-4,29008,2023-03-22,0:17:41,,에센스룸
6217,K-뮤직비디오를 보며 느끼는 점,https://www.youtube.com/watch?v=oEcyGzUPvDY,25010,2023-03-16,0:16:12,,에센스룸
6218,라스탯츠 매장 오픈,https://www.youtube.com/watch?v=qpKiyRroomk,35693,2023-03-15,0:13:34,,에센스룸
6219,아넬은 좀 지겹죠? (라시트포 레가토),https://www.youtube.com/watch?v=Gz9J1dt1SGM,24237,2023-03-08,0:11:21,,에센스룸
6220,아디다스 스탠스미스,https://www.youtube.com/watch?v=dUDAbIwxqWQ,50535,2023-03-05,0:26:32,,에센스룸
6221,이런 사람은 소개  당해도 싸다..(퀄리티 퍼포먼스 김수민),https://www.youtube.com/watch?v=gAXFFmyldmw,34597,2023-02-28,0:40:19,,에센스룸
6222,고기한 영수,https://www.youtube.com/watch?v=q8saIF3RvBU,22181,2023-02-22,0:13:44,,에센스룸
6223,빈티지 한 보따리,https://www.youtube.com/watch?v=No3knGp0lak,22426,2023-02-18,0:08:16,,에센스룸
6224,I got no time to lose,https://www.youtube.com/watch?v=2g-D8zdq91s,22684,2023-02-15,0:14:14,,에센스룸
6225,지나가는 미국사람 데리고 룩북 찍기,https://www.youtube.com/watch?v=g6R9LAbilGk,29344,2023-02-12,0:26:35,,에센스룸
6226,간만에 LA 놀러옴,https://www.youtube.com/watch?v=iSwptTum_nw,21987,2023-02-10,0:23:28,,에센스룸
6227,WIND AND SAND (묵호항 B급대게),https://www.youtube.com/watch?v=nspwYVToWco,20321,2023-01-25,0:17:31,,에센스룸
6228,한국 스트릿,https://www.youtube.com/watch?v=K1AX284YU_Y,35833,2023-01-22,0:38:26,,에센스룸
6229,오사카.. 쇼핑할만한가요?,https://www.youtube.com/watch?v=6Jar7f97AuA,28045,2023-01-07,0:14:44,,에센스룸
6230,오사카 여행 둘째날 (오렌지스트릿),https://www.youtube.com/watch?v=XYdTHKH2LA0,26789,2022-12-31,0:23:23,,에센스룸
6231,오사카 여행 첫째날(ft.고원탁),https://www.youtube.com/watch?v=upVkH6h69Bs,25755,2022-12-25,0:24:00,,에센스룸
6232,싸우는 중은 아닙니다만..(ft.갈비살),https://www.youtube.com/watch?v=lQ7K1MpHqi8,32805,2022-12-17,0:14:57,,에센스룸
6233,깊이감 없는 사람 특: 중립 기어,https://www.youtube.com/watch?v=l63KNSleYHg,28092,2022-12-14,0:16:08,,에센스룸
6234,이겨내라 고원탁...,https://www.youtube.com/watch?v=nVMrFYDgCMQ,15082,2022-12-11,0:13:47,,에센스룸
6235,냐보의 플레이리스트_05(feat.씨밥),https://www.youtube.com/watch?v=oVjQyr7ozOE,20196,2022-12-07,0:31:56,,에센스룸
6236,진미평양냉면(어복쟁반),https://www.youtube.com/watch?v=h5bZVTd-HQw,20329,2022-12-05,0:17:04,,에센스룸
6237,문화에 대한 이해,https://www.youtube.com/watch?v=rNaL4UKDuAE,20923,2022-12-03,0:13:46,,에센스룸
6238,덕소 숯불고기,https://www.youtube.com/watch?v=REj0b03TgxQ,19609,2022-11-27,0:22:46,,에센스룸
6239,vintage and destroy,https://www.youtube.com/watch?v=020iGX7Go10,27028,2022-11-23,0:24:10,,에센스룸
6240,SAND FLAT U-TURN (CAMEL RACE),https://www.youtube.com/watch?v=kwwwvbTNh1M,15215,2022-11-21,0:27:19,,에센스룸
6241,오래된 새 카메라 구입,https://www.youtube.com/watch?v=CnM8roltFBI,21211,2022-11-14,0:26:12,,에센스룸
6242,멀미하는 쌥쌥이들,https://www.youtube.com/watch?v=8v98bCtHows,20030,2022-11-10,0:18:11,,에센스룸
6243,가위바위보쌈,https://www.youtube.com/watch?v=ppXlisbnJ7Q,17707,2022-11-04,0:13:19,,에센스룸
6244,ridehard custom bike show,https://www.youtube.com/watch?v=5zxYyWzslSM,20017,2022-11-01,0:11:50,,에센스룸
6245,인터뷰 하러 갔다가 취조 하고 옴 (올드타운타투 jax),https://www.youtube.com/watch?v=3Bo_KOI1PNQ,26045,2022-10-31,1:32:53,,에센스룸
6246,loud.,https://www.youtube.com/watch?v=AfsBrE9GgbE,12650,2022-10-30,0:02:59,,에센스룸
6247,빈티지 헬멧만 천만원째,https://www.youtube.com/watch?v=7WZU0B-QNv8,25684,2022-10-29,0:20:52,,에센스룸
6248,줄리아나스 피자,https://www.youtube.com/watch?v=dBrbil6UyIo,19643,2022-10-25,0:23:58,,에센스룸
6249,쟈니덤플링,https://www.youtube.com/watch?v=mluPVlz56Dc,21771,2022-10-22,0:14:44,,에센스룸
6250,시내 나온김에.. (스컬프 스토어 한남점),https://www.youtube.com/watch?v=o5bRIxVVld8,46073,2022-10-20,0:13:49,,에센스룸
6251,날씨 추워지기 전에,https://www.youtube.com/watch?v=7XZIc1DdMYY,26070,2022-10-19,0:17:54,,에센스룸
6252,깔삼한 명품들  (therealreal/thewebster),https://www.youtube.com/watch?v=S9XEAgXQu1o,22167,2022-10-13,0:09:21,,에센스룸
6253,에이셉라키 단골 빈티지샵 (metropolis)/ 찐 오리지널 아카이브 샵(stockvintage nyc),https://www.youtube.com/watch?v=x9Pu6iBUlI0,29526,2022-10-12,0:12:32,,에센스룸
6254,AiméLeonDore/kith (뉴욕MULBERRYSTREET),https://www.youtube.com/watch?v=4wRio7rUyv0,14910,2022-10-09,0:04:38,,에센스룸
6255,관종스럽지만 베이프가 살게 제일많아,https://www.youtube.com/watch?v=rhpAr-20AyM,26308,2022-10-04,0:12:28,,에센스룸
6256,origins nyc / 뉴욕 맛집소개,https://www.youtube.com/watch?v=mGhbPGi4Y50,13534,2022-10-02,0:11:33,,에센스룸
6257,"RAGGEDY THREADS BROOKLYN, NY 매장",https://www.youtube.com/watch?v=PBcWl23UPLU,18528,2022-09-25,0:14:05,,에센스룸
6258,grand street local 매장 (브루클린 뉴욕),https://www.youtube.com/watch?v=U4A66ipD0VI,20919,2022-09-21,0:12:07,,에센스룸
6259,"냐보의 플레이리스트_03 (70's,80's soulfunk)",https://www.youtube.com/watch?v=GbjJdIyzmbY,32229,2022-09-19,0:27:09,,에센스룸
6260,뉴욕 도착!,https://www.youtube.com/watch?v=ErQza7XVzo8,16554,2022-09-17,0:13:37,,에센스룸
6261,rimowa(리모와 매장),https://www.youtube.com/watch?v=v0p6MVPn05Y,20954,2022-09-15,0:09:39,,에센스룸
6262,"LA 리셀샵 투어 (grails,banned,juice)",https://www.youtube.com/watch?v=TH0jnzw9XkU,30855,2022-09-10,0:17:34,,에센스룸
6263,냐보의 플레이리스트.02,https://www.youtube.com/watch?v=6D8wX5De9kw,15472,2022-09-05,0:33:19,,에센스룸
6264,2nd STREET/BAIT/BAPE/MAXFIELD 매장,https://www.youtube.com/watch?v=Rj6-_nks9XY,25830,2022-09-05,0:15:28,,에센스룸
6265,브랜딩은 무엇인가,https://www.youtube.com/watch?v=OE1aYvBk_3s,29208,2022-09-02,0:18:04,,에센스룸
6266,El Coyote (멕시칸 타코),https://www.youtube.com/watch?v=kYhfHXt1108,16749,2022-08-31,0:19:55,,에센스룸
6267,BRAT STYLE/H.Lorenzo Archive,https://www.youtube.com/watch?v=coTu2_4vH6s,19968,2022-08-29,0:16:01,,에센스룸
6268,nick fouquet/In-N-Out Burger,https://www.youtube.com/watch?v=0xWoOwfQXTk,25035,2022-08-24,0:21:52,,에센스룸
6269,Skatepark,https://www.youtube.com/watch?v=ClaWA1rBXaY,16611,2022-08-20,0:06:41,,에센스룸
6270,반스 x 와코마리아  (광고아님),https://www.youtube.com/watch?v=u12RUBGNEcs,20252,2022-08-18,0:08:43,,에센스룸
6271,RIF.LA/DOVERSTREETMARKET/KOOLS 매장,https://www.youtube.com/watch?v=1v25HZ9e8UI,29470,2022-08-17,0:27:37,,에센스룸
6272,tried & true 매장 (빈티지스투시),https://www.youtube.com/watch?v=cxY5ahvIuv4,35563,2022-08-13,0:15:22,,에센스룸
6273,mister freedom 매장,https://www.youtube.com/watch?v=qD_0opOxeq0,23350,2022-08-09,0:12:00,,에센스룸
6274,h.lorenzo 매장,https://www.youtube.com/watch?v=vqW3iDwBwhc,27879,2022-08-05,0:20:29,,에센스룸
6275,visvim/selfedge 매장,https://www.youtube.com/watch?v=yb0t-c0cb80,41461,2022-08-02,0:24:58,,에센스룸
6276,드디어 새로운 유행 흐름? 000는 무조건 뜹니다!📈 2023 FW 가을~겨울 패션 트렌드 총정리🔍🔥,https://www.youtube.com/watch?v=_Qkw7bHoUIA,62374,2023-08-26,0:11:32,825,에이프롬
6277,청바지 맛집 여기만 알면 끝…👖🛒 3만원~ 인생핏 데님 하울 실착리뷰 🖤 가성비 쇼핑몰 / 브랜드 추천,https://www.youtube.com/watch?v=KfCbcr41ESo,66285,2023-08-22,0:10:27,1917,에이프롬
6278,2023 가을 기본템 가이드🍁 옷장에 OOO 있는지 '이것'부터 필수 체크✔️(제품 & 코디 추천까지!),https://www.youtube.com/watch?v=Y6T1ebXaJOs,138697,2023-08-18,0:13:54,2602,에이프롬
6279,★가성비 최고★ 유행 안타는 데일리 운동화 BEST 10👟 내돈내산! 평생 신을 신발 추천 (+사이즈팁),https://www.youtube.com/watch?v=rNu1q8yOj_o,68584,2023-08-11,0:13:28,959,에이프롬
6280,"🪩요즘 핫한! 실버 아이템 총정리🪩 최애 실버백,운동화,악세사리,목걸이,키링,에어팟맥스🤍✨",https://www.youtube.com/watch?v=-CbZGfUVwB0,20927,2023-08-08,0:12:38,244,에이프롬
6281,"마지막!! 여름 패션하울 ✷ 37가지 여름옷 신상 몽땅 입어보기🛒🌞 (기본템,원피스,바지,가방,샌들)",https://www.youtube.com/watch?v=NcHCPILSPwc,42748,2023-08-04,0:17:50,568,에이프롬
6282,"남은 여름동안 무조건 필수!! 패션 꿀템 대방출⭐️ (왕편한 튜브탑브라,실용만점 데일리백,쿠팡 추천템)",https://www.youtube.com/watch?v=QeMg-1fKzCM,29216,2023-07-27,0:11:03,475,에이프롬
6283,"최애 악세사리 맛집 브랜드 몽~땅 알려드립니다!💍✨데일리 주얼리 추천 하울 (목걸이,귀걸이,반지)",https://www.youtube.com/watch?v=ZON2Uu2TW2E,27867,2023-07-25,0:10:55,532,에이프롬
6284,★찐찐찐 추천!!★ NEW 여름 바지 맛집 쇼핑몰 & 브랜드 🛒 10가지 내돈내산 가성비 긴바지 하울 💙,https://www.youtube.com/watch?v=bi5KX3L-xqU,56216,2023-07-22,0:11:34,1025,에이프롬
6285,여름옷 뭐입지?☀️ ‘이것’만 알면 코디 걱정 끝✔️ (필수 기본템 추천 / 옷 관리 꿀팁 / 흔한 패션 실수),https://www.youtube.com/watch?v=pTmYyFrXNqo,32259,2023-07-18,0:12:40,200,에이프롬
6286,이게 왜 1등...?🤔 패션 플랫폼별 BEST 1위 티셔츠 내돈내산 실착리뷰 👕 1~6만원대 반팔티 찐후기!,https://www.youtube.com/watch?v=ngJURq08yLY,35136,2023-07-16,0:13:03,434,에이프롬
6287,"여름 신상 잔뜩💖 역대급 예쁨,, 12가지 여름옷 하울 & 코디 추천 (반팔자켓,원피스,바지,블라우스)",https://www.youtube.com/watch?v=z9rDbpOxEfY,35048,2023-07-14,0:12:52,355,에이프롬
6288,여름 원피스 맛집 전~부 알려드립니다!👗 갓성비 쇼핑몰 & 최애 브랜드 7가지 추천 (편함+예쁨+시원),https://www.youtube.com/watch?v=UFAPBAZi_sE,31445,2023-07-12,0:11:07,439,에이프롬
6289,무조건 있어야하는 여름 필수 기본템 코디 🌞 편하고 예쁜! 갓성비 데일리룩 추천 (린넨자켓/셔츠/바지),https://www.youtube.com/watch?v=baFwyhvVNGo,33805,2023-07-10,0:11:28,321,에이프롬
6290,‘이것’만 알면 됨! 명품없이 누구나 고급스럽게 옷 잘 입는 법✔️ 한끗차이 여름 기본템 추천까지🙋🏻‍♀️,https://www.youtube.com/watch?v=7yqD8_i263A,34285,2023-07-07,0:10:15,263,에이프롬
6291,"여름 패션하울 📦🎀 내돈내산 24가지 여름옷 택배 언박싱💰(갓성비상의,자라 꿀템,핏예쁜바지,잡화)",https://www.youtube.com/watch?v=cLpMKjbWtSI,43754,2023-06-30,0:16:45,662,에이프롬
6292,"👚이 ""티셔츠""는 무조건 있어야합니다👚 제대로 된 갓성비 기본 반팔티 5가지 추천 ✔️",https://www.youtube.com/watch?v=zD-FpwuADms,30203,2023-06-27,0:12:04,342,에이프롬
6293,"이게 왜 1등...?🤔 패션 플랫폼별 BEST 1위 가방 내돈내산 솔직리뷰👜 자라, 코스 SPA브랜드까지!",https://www.youtube.com/watch?v=_HwAmtp7Vak,64272,2023-06-24,0:12:10,532,에이프롬
6294,절.대.실패 없음❗️세상에서 제~일 편한 인생 브라 & 속옷 정착템 추천 🔥 브래지어 실착 리뷰👙,https://www.youtube.com/watch?v=U2tbhPKgAo8,159683,2023-06-16,0:11:12,627,에이프롬
6295,나만 알기 아까운!! 요즘 스타일 수영복 추천👙 원피스/비키니/모노키니 (지금 아니면 못사요 진짜🫠),https://www.youtube.com/watch?v=6s8Y4l1nXEs,46103,2023-06-14,0:11:30,546,에이프롬
6296,"여름 바지 맛집 전~부 알려드립니다!!👖🛒 7가지 핏 예쁜 슬랙스, 인생 청바지, 카고팬츠, 반바지 추천",https://www.youtube.com/watch?v=AghBBdIKPHM,55791,2023-06-09,0:09:29,728,에이프롬
6297,"여름 신상 하울 ☀️ 취향 가득 25가지 여름옷 몽땅 입어보기! (반팔자켓,티셔츠,원피스,바지,가방,신발)",https://www.youtube.com/watch?v=NwdtGxVYHCU,32052,2023-06-06,0:11:34,501,에이프롬
6298,이게 왜 1등...?🤔 패션 플랫폼별 BEST 1위 원피스 내돈내산 실착리뷰👗 1~10만원대 가성비템 찐후기,https://www.youtube.com/watch?v=3zV8oXFdxjQ,133785,2023-06-03,0:13:24,1157,에이프롬
6299,"무조건 있어야할 여름 데일리 신발 추천 👟🩴 요즘 핫한 운동화, 샌들, 레인부츠 (+사이즈 팁까지!)",https://www.youtube.com/watch?v=yTrT9JzSUfY,79260,2023-05-27,0:11:38,924,에이프롬
6300,"이너 & 속옷 찐템 전~부 알려드립니다!!👙 완전 편한 캡나시, 오프숄더 브라, 인생 슬리브리스 추천",https://www.youtube.com/watch?v=sCVbS69AwQo,132990,2023-05-23,0:10:20,3161,에이프롬
6301,"여름 패션하울 📦🌞 역대급 예쁜 21가지 내돈내산 여름옷 언박싱 (블라우스,운동화,티셔츠,반바지)",https://www.youtube.com/watch?v=f1mx8_c_Psc,87078,2023-05-16,0:19:41,1419,에이프롬
6302,여름 필수 기본템 완.벽.정.리☀️ 옷 잘 입는 클래식 코디 방법✔️ (대학생 & 직장인 데일리룩 추천),https://www.youtube.com/watch?v=xEZO4OIB2_c,84940,2023-05-10,0:12:26,1665,에이프롬
6303,"이게 왜 1등…?🤔 패션 플랫폼별 BEST 1위 청바지 실착리뷰👖 핏, 소재, 가성비까지 내돈내산 찐후기!",https://www.youtube.com/watch?v=Trn-SgCnH_Q,170608,2023-05-05,0:16:31,3399,에이프롬
6304,"요즘 입기 딱 좋은 봄 여름 코디 💖 진쨔 예쁘고 편한 데일리룩 추천 (자켓,원피스,이너,바지,티셔츠)",https://www.youtube.com/watch?v=fFQnz9_lbeE,39523,2023-04-25,0:14:27,389,에이프롬
6305,슬랙스 코디 모음.zip📁 알아두면 진짜 쉬운 상의+하의 꿀조합 완.벽.정.리 (직장인 대학생 필수⭐️),https://www.youtube.com/watch?v=NkB-deZFX_0,32652,2023-04-21,0:08:33,467,에이프롬
6306,"봄 여름 무조건 있어야하는 기본템 클래식 코디✔️ 자켓,셔츠,원피스,청바지 (출근룩 개강룩 필수🤍)",https://www.youtube.com/watch?v=TEJFYHC4NNw,32310,2023-04-16,0:13:22,383,에이프롬
6307,"이게 왜 1등…?🤔 패션 플랫폼별 BEST 1위 슬랙스 내돈내산 하울🏆 (W컨셉,지그재그,에이블리,29CM,무신사)",https://www.youtube.com/watch?v=16FvvknolLA,116812,2023-04-14,0:15:04,2118,에이프롬
6308,"모든 코디에 어울리는 봄 필수 신발 추천 🌸 데일리 로퍼, 메리제인, 플랫슈즈, 부츠 (게다가 갓성비❤️)",https://www.youtube.com/watch?v=ZYkpC61ClHc,41934,2023-04-07,0:09:42,395,에이프롬
6309,이 쇼핑몰 무조건 저장하세요!!🛒⭐️ 인생 쇼핑몰 스타일별 추천 (데일리/모던시크/힙/러블리/갓성비),https://www.youtube.com/watch?v=6Szl9llaAYk,65868,2023-03-28,0:10:41,1828,에이프롬
6310,절대 실패 없는 데일리백 가방 추천 👜 (노트북 가방/보부상/가성비/직장인 대학생 휘뚜루마뚜루 필수템),https://www.youtube.com/watch?v=tEbYi_tnFCM,37943,2023-03-24,0:11:49,361,에이프롬
6311,"봄 신상 하울 🌼 23가지 아이템 몽땅 입어보기! (아우터,니트,스커트,바지,개강룩,출근룩,꾸안꾸)",https://www.youtube.com/watch?v=idR4cG_tE7o,28375,2023-03-17,0:15:02,403,에이프롬
6312,"모든 코디에 어울리는 데일리 신발 추천 👟👞 무조건 있어야할 운동화, 플랫슈즈, 로퍼 총정리!",https://www.youtube.com/watch?v=6S9rtS2QMC0,98365,2023-03-07,0:12:53,1601,에이프롬
6313,"봄 패션하울 📦🌷 역대급 예쁜 25가지 내돈내산 봄옷 언박싱 (아우터,니트,신발,악세사리 몽땅!)",https://www.youtube.com/watch?v=cL4mcuHbSyE,47354,2023-02-28,0:21:45,701,에이프롬
6314,미리 준비하는 봄 데일리룩 코디 🌸 요즘 출근룩 & 개강룩 OOTD 추천 (+빈티지 카메라 샀다!📸),https://www.youtube.com/watch?v=f0xs8RWOBb0,24332,2023-02-11,0:11:12,346,에이프롬
6315,"봄옷 위시리스트 같이 쇼핑해요🛒🌼 나만 알고싶은 최애 쇼핑몰/브랜드 추천 (직장인,대학생 필수👀)",https://www.youtube.com/watch?v=WQhx0NSxH_4,42591,2023-02-03,0:13:43,670,에이프롬
6316,봄 필수 기본템 완.벽.정.리🌷 실패없는 클래식 봄코디 룩북 (대학생 개강룩 & 직장인 데일리룩),https://www.youtube.com/watch?v=1CC3gCPZJr4,137445,2023-01-27,0:13:51,2563,에이프롬
6317,요즘 입기좋은 겨울 데일리룩 코디 🎧 따뜻하고 예쁜 늦겨울~초봄 OOTD 추천 (+뉴 아이템 언박싱📦),https://www.youtube.com/watch?v=XskxOdtUxU8,41226,2023-01-20,0:14:40,720,에이프롬
6318,진짜 잘샀다...! 삶의질 상승템 추천🔥(인생캐리어・핫팩스타킹・살냄새오일・셀카봉・속보습・옷정리꿀템),https://www.youtube.com/watch?v=maXp8ifPxAQ,51832,2023-01-13,0:15:14,505,에이프롬
6319,2023 패션 트렌드 총정리🔎⭐️ 새롭게 뜨는 아이템? 유행하는 컬러? 딱 이것만 알면 끝✔️,https://www.youtube.com/watch?v=KDE_NQMIJ6I,27029,2023-01-05,0:08:10,431,에이프롬
6320,"한겨울에 입기 딱 좋은 데일리룩 코디 ☃️🧣 따숩고 귀여운 겨울 아이템 추천 (어그 귀마개,털부츠,숏패딩,연말룩)",https://www.youtube.com/watch?v=TyWKnBkb3nY,31693,2022-12-22,0:13:45,496,에이프롬
6321,"자라 ZARA 겨울 매장 털기 🛒❄️ 신상 예쁜 것만 쏙쏙 골라서 추천! (아우터,니트,부츠,연말룩)",https://www.youtube.com/watch?v=kNrfqfRrTcQ,47390,2022-12-16,0:12:19,431,에이프롬
6322,겨울 신상 하울 🎅🏻 29가지 아이템 몽땅 입어보기! (코트/자켓/니트/겨울바지/맨투맨/연말룩•••),https://www.youtube.com/watch?v=3_r7Zs0410E,38501,2022-12-09,0:15:20,667,에이프롬
6323,"겨울 패션하울 📦❄️ 역대급 예쁜 내돈내산 쇼핑몰/브랜드 택배 언박싱 (어그,아우터,포근폭닥 니트🐑)",https://www.youtube.com/watch?v=HRPYSFVUQwU,48257,2022-12-03,0:16:41,788,에이프롬
6324,무조건 있어야 하는 겨울 패딩 추천 ☃️  숏패딩 & 패딩조끼 따뜻한 요즘 느낌 아우터 코디 총정리🔥,https://www.youtube.com/watch?v=sB08eXi2LrI,46966,2022-11-29,0:11:57,336,에이프롬
6325,나만 알고싶은…♥︎ 최애 겨울 아우터 추천 ❄️ 역대급 예쁜 인생 코트 & 자켓 하울 (브랜드 추천까쥐!),https://www.youtube.com/watch?v=IDf5Bw-abwo,39145,2022-11-22,0:12:10,662,에이프롬
6326,"겨울 꾸안꾸 데일리룩 ⛄️🧣 딱 요즘 느낌! 편하고 예쁜 옷 맛집 추천 (맨투맨,조거팬츠,스웻셋업🧦)",https://www.youtube.com/watch?v=VDfbNBhbZNY,45090,2022-11-15,0:13:34,505,에이프롬
6327,"미친 갓성비!! 겨울 패션하울 🛒❤️ 예쁘고 가격 착한 겨울옷 추천 & 데일리룩 코디 (자켓,니트,바지)",https://www.youtube.com/watch?v=H36wXxu48b0,41219,2022-11-11,0:10:43,399,에이프롬
6328,지금 입기 딱 좋은 겨울 데일리룩 코디 ❄️ 찐으로 반해버린 신상 아우터 추천! (롱코트 & 울자켓),https://www.youtube.com/watch?v=LpWR0aLoSig,54768,2022-11-10,0:11:49,721,에이프롬
6329,"실패없는 겨울 꾸안꾸 코디 🧶 편하고 힙한 요즘 스타일 데일리룩 추천! (아우터,숏패딩,집업니트,바지)",https://www.youtube.com/watch?v=OdlvxStO2eQ,41497,2022-11-07,0:13:38,440,에이프롬
6330,겨울 일주일 출근룩 ⛄️ 따뜻하고 고급스러운 숏패딩 & 롱패딩 추천 + 패딩 코디 방법 완벽정리✔️,https://www.youtube.com/watch?v=83gy7rE9-hw,39063,2022-11-06,0:15:10,403,에이프롬
6331,무조건 있어야 하는 겨울 기본템 ❄️ 실패없는 클래식 겨울코디 총정리 (+요즘 스타일 한 스푼🥄),https://www.youtube.com/watch?v=0r9qmHW9y-Q,147668,2022-10-29,0:11:51,2219,에이프롬
6332,"태국 여행 총정리 🇹🇭 방콕 & 파타야 맛집, 호텔, 핫플, 여행코스 추천! (+주의사항까지...🤯🔥)",https://www.youtube.com/watch?v=bIUJX6BuIzE,103385,2022-10-23,0:21:33,1230,에이프롬
6333,"가을 & 겨울 패션하울 📦🍂 찐으로 예쁜 내돈내산 17가지 옷 택배 언박싱 (아우터,니트,신발까지!)",https://www.youtube.com/watch?v=PZqlltpVfdU,45824,2022-10-16,0:20:05,821,에이프롬
6334,"무조건 있어야하는 F/W 데일리백 하울 👜❤️ 요즘 스타일 가방 추천 (직장인 출근룩, 개강룩 필수!)",https://www.youtube.com/watch?v=0sZpgziJExg,88246,2022-09-30,0:12:46,856,에이프롬
6335,요즘 입기 딱 좋은 가을 일주일 OOTD 코디 🍁 꾸안꾸 캐주얼 데일리룩 (직장인 & 대학생 필수!),https://www.youtube.com/watch?v=DTOv4U86LPY,63986,2022-09-27,0:16:03,841,에이프롬
6336,"가을 패션하울 📦🍁 역대급 예쁜 내돈내산 18가지 옷 택배 언박싱 (아우터,니트,신발,악세사리 몽땅!)",https://www.youtube.com/watch?v=SJgtq1o_r-s,130738,2022-09-25,0:17:21,2059,에이프롬
6337,가을 필수 데일리룩 🍂 한 끗 차이로 고급스러운 기본템 클래식 코디 추천! (자켓/트위드/니트/블라우스),https://www.youtube.com/watch?v=a_3yiOmkW2Q,45644,2022-09-13,0:12:14,562,에이프롬
6338,가을 기본템 완.벽.정.리🍁 옷장에 꼭 있어야할 필수템 10가지! (대학생 개강룩 & 직장인 데일리룩 추천),https://www.youtube.com/watch?v=8BgRwFVwkWg,80849,2022-09-08,0:13:54,1458,에이프롬
6339,실패없는 가을 출근룩 코디 🍂 깔끔 & 고급스러운 직장인 데일리룩 필수 기본템 추천! (자켓/가디건/슬랙스),https://www.youtube.com/watch?v=agkS6RFS-vU,51729,2022-09-04,0:13:25,713,에이프롬
6340,"자라 ZARA 가을 매장 털기 🛒🍁 F/W 신상 예쁜 것만 골라서 추천! (자켓,가디건,부츠,카고팬츠,가방)",https://www.youtube.com/watch?v=ZEiTJ7djgwc,149053,2022-08-28,0:10:46,1553,에이프롬
6341,"가을에 무조건 있어야 하는 기본템 코디 🍂 갓성비 셔츠 & 슬랙스 추천 (직장인 출근룩, 개강룩 필수!)",https://www.youtube.com/watch?v=54uX6Iz4duE,111534,2022-08-22,0:15:08,1596,에이프롬
6342,2022 FW 패션 트렌드 총정리 ⭐️ 꼭 알아야 할 유행 스타일 & 아이템 콕콕 찝어드림!!✔️,https://www.youtube.com/watch?v=L-hAj0enmKk,61583,2022-08-19,0:08:11,993,에이프롬
6343,미리보는 맨투맨 신상 추천 🍁 간절기 꾸안꾸 코디 (대학생 개강룩 & 직장인 데일리룩 필수!),https://www.youtube.com/watch?v=IC24UkMC1CU,54544,2022-08-15,0:15:31,835,에이프롬
6344,"요즘 입고다닌 일주일 OOTD ✷ 여름 데일리룩 코디 추천 (결국 사버린,,, 르메르 범백 언박싱 🥐)",https://www.youtube.com/watch?v=BhRuWQQYJa4,42070,2022-08-13,0:12:25,559,에이프롬
6345,퀄리티 끝판왕 샹테카이.. 💞 신상 제품 보여드립니다!! 진짜 고퀄리티 블러셔 전색상 발색과 함께 요즘 트렌드인 올드머니룩에도 찰떡!!!!,https://www.youtube.com/watch?v=Nn5JSd-SfgE,8827,2023-08-26,0:10:03,251,엘리
6346,🔥 프라다 뷰티...?? 샤넬 가을 컬렉션!! 브랜드 별 신상제품 소식을 모아왔어요 🔥 /2023FW뷰티,https://www.youtube.com/watch?v=-XBtM2WcmWI,9448,2023-08-23,0:10:06,266,엘리
6347,"내돈내산 8월 추천템 (스킨케어 추천, 디올 로즈튤 vs 샤넬 텐더, 고급 파우더 추천)",https://www.youtube.com/watch?v=ZMCe861umD8,7419,2023-08-21,0:04:40,207,엘리
6348,"진짜 영업하고 싶은 샤넬 립 조합...  💘 소피아리치님 결혼식 립스틱??? 최근 구매한 광 베이스, 품절 대란 나스 블러셔와 샤넬 재구매템까지!!! / 내돈내산 💸",https://www.youtube.com/watch?v=pXc_xASNytk,22454,2023-08-10,0:18:20,380,엘리
6349,[최대 48% 마켓] 제가 30대 넘고 5년동안 이너뷰티 제품 섭취 했는데 최근 정착한 마시는 앰플.. 심지어 맛있음 🍑 / 비비랩 글로시 콜라겐 앰플,https://www.youtube.com/watch?v=r37nxl8mKzE,2295,2023-08-08,0:08:12,70,엘리
6350,고급진 피부표현 가능..  🔥🔥 여러분의 인생파우더 만나보세요 💘💘💘 l 럭셔리 브랜드 파우더 23종 추천 l 건성 추천 촉촉파우더 부터 모공박멸 파우더까지,https://www.youtube.com/watch?v=f-tbOLfaYmg,23280,2023-08-07,0:17:26,582,엘리
6351,디올 튀튀 블러셔 대신 로즈 카프리스? VS 판타지드 샤넬과 비교,https://www.youtube.com/watch?v=7eh99db5lyE,18261,2023-07-31,0:10:19,394,엘리
6352,"디올 품절템 튀튀 블러셔와 로즈튤...💞💞 결국 로즈카프리스도 삼... 겟레디윗미 (다음 마켓 스포!!! 최근 했던 시술 후기, 추천 파우더, 로라메르시에 파운데이션)",https://www.youtube.com/watch?v=jcWuQwcOcFo,25505,2023-07-30,0:25:58,379,엘리
6353,나스 전 직원이 아직도 구매해서 사용하는 제품 11가지 겟레디윗미,https://www.youtube.com/watch?v=YJ0MbG290gU,24946,2023-07-21,0:18:38,379,엘리
6354,"명품 중 명품..🏆 비싼데도 인기많은 초고가 쿠션 3종 내돈내산 리뷰 / 라메르, 샹테카이, 끌레드뽀",https://www.youtube.com/watch?v=X1anUL9P0JM,12923,2023-07-17,0:08:34,248,엘리
