,제목,URL,조회수,업데이트 날짜,영상 길이,영상 좋아요 수
18,[여행VLOG] 🇭🇰여자 혼자서 떠나는 홍콩 1박2일 🛫 혼자여행 Hong Kong Travel | 제씨,https://www.youtube.com/watch?v=lKkUcVlbsuA,2380,2019-09-01,0:24:18,
19,"[VLOG] 아리카롱&케익 같이 먹어보아용🦄(아리키친,먹방,mukbang) | 제씨 TryThis2That",https://www.youtube.com/watch?v=V4LxrugmxTk,1363,2019-08-27,0:09:39,
20,🦄컬러타투 다~ 보여드려요! 타투후기 (문신 타투 추천) My Color Tattoo Review| 제씨,https://www.youtube.com/watch?v=c2qxQWSMTEY,2218,2019-08-21,0:04:55,
21,타투했어요🦄🌙 인생 첫 컬러타투 후기 My first tattoo review | 제씨 TryThis2That,https://www.youtube.com/watch?v=0UzHMCVPpYk,3739,2018-10-14,0:06:17,
22,[VLOG] 시즈오카 1박2일 여자 혼자여행 / Japan Travel Vlog Shizuoka | 제씨 TryThis2that,https://www.youtube.com/watch?v=DoIK1R40COI,5576,2018-09-27,0:15:07,
23,로드샵 아이라이너 리뷰 Korean Liquid Eyeliner Review | 제씨 TryThis2That,https://www.youtube.com/watch?v=fSEjucJ5ngc,34700,2018-09-05,0:05:53,
24,맥북 프로 터치바 (2017) 개봉기! 같이 열어보아요🤗Macbook Pro Unboxing | 제씨 TryThis2That,https://www.youtube.com/watch?v=wcgXdpW_tQM,1169,2018-08-26,0:04:17,
25,[VLOG] 두바이 3박4일 여자 혼자여행 / Dubai Travel Vlog | 제씨 TryThis2That,https://www.youtube.com/watch?v=1Zz2hr7dOwQ,10876,2018-07-08,0:16:28,
26,완전 잘쓴 스킨케어 제품 BEST 6 / Best Skincare Product TOP6 | 제씨 TryThis2That,https://www.youtube.com/watch?v=xBl4B9Ss220,2956,2018-06-07,0:07:32,
27,가성비 갑👍🏻한스킨 신상 파운데이션 리뷰❤️(배어글로우 파데) | 제씨 TryThis2That,https://www.youtube.com/watch?v=un-fl8dV14s,7946,2018-03-25,0:04:36,
28,먹는 콜라겐으로 피부가 좋아질까? #에버콜라겐타임 | 제씨 TryThis2That,https://www.youtube.com/watch?v=hw_dUAlcVr8,10217,2018-03-18,0:03:58,
29,아리따움 신상❤️모노아이즈 틴트스틱 리뷰 하울 / Aritaum Monoeyes Tint Stick Review | 제씨 TryThis2That,https://www.youtube.com/watch?v=EJoJj2tKoH4,6370,2018-02-25,0:03:11,
30,[VLOG] 여자 혼자서 떠나는 대만 1박2일 여행 🇹🇼 Travel to Taiwan (feat. 완전 불쾌하고 모욕감 쩔었던 경험썰) | 제씨 TryThis2That,https://www.youtube.com/watch?v=qsN0PIeRuTc,12345,2018-01-20,0:08:45,
31,두바이여행 화장품 지름신! 세포라 70만원 하울 (투페이스드/타르트/펜티뷰티/부르주아) | 제씨 TryThis2That,https://www.youtube.com/watch?v=fzuwSmr9ka4,2121,2018-01-13,0:09:33,
32,100만원 면세점 하울 / Duty Free Shop Haul | 제씨 TryThis2That,https://www.youtube.com/watch?v=jQNHajeSI14,3128,2017-12-17,0:10:17,
33,✈️ 여자 혼자여행 꿀팁과 정보 #2탄 / My Travel Story | 제씨 TryThis2That,https://www.youtube.com/watch?v=ucLfh_V7His,3596,2017-11-25,0:06:35,
34,나스 신상!💋 파워매트립 피그먼트 리뷰 NARS Power Matt Lip Swatches | 제씨 TryThis2That,https://www.youtube.com/watch?v=27Ohy9uKv70,13894,2017-11-19,0:07:30,
35,✈️ 혼자여행 이야기와 꿀팁 #1탄 / My Travel Story | 제씨 TryThis2That,https://www.youtube.com/watch?v=HtW6Kdize_M,2826,2017-11-16,0:12:09,
36,😊 백화점 파운데이션 추천 하울 BEST 4 / Foundation Haul Review | 제씨 TryThis2That,https://www.youtube.com/watch?v=Y0avT2uSVgg,9017,2017-11-04,0:07:38,
37,미샤 아이섀도우 신상 추천! #이탈프리즘 #모던섀도우 Missha Eyeshadow Swatches | 제씨 TryThis2That,https://www.youtube.com/watch?v=XckrjGeNQs8,2768,2017-10-22,0:07:09,
38,[VLOG] 🇯🇵 오키나와 1박2일 여자 혼자여행 Okinawa Japan Travel | TryThis2That,https://www.youtube.com/watch?v=fxHcNl-EKB0,9189,2017-10-19,0:08:16,
39,"[VLOG] 🇯🇵 부모님 모시고 떠난 후쿠오카 2박3일 여행 / Fukuoka Travel Vlog, Japan | 제씨 TryThis2That",https://www.youtube.com/watch?v=0kDGMxoZ99w,11420,2017-09-10,0:05:08,
40,💋 백화점 & 로드샵 립제품 하울과 솔직리뷰 💄 HUGE LIP HAUL | 제씨 TryThis2That,https://www.youtube.com/watch?v=Orw1zYiR7q8,2102,2017-08-30,0:12:08,
41,[VLOG]🇯🇵 여자 혼자서 떠나는 일본 나고야 여행 / Japan Nagoya Travel | 제씨 TryThis2That,https://www.youtube.com/watch?v=IY5z4-aCyMs,34835,2017-06-11,0:11:23,
42,🇯🇵 일본 돈키호테 쇼핑리스트 하울 🤑 Japan Don quixote Haul | 제씨 TryThis2That,https://www.youtube.com/watch?v=cNfB3gwKIDM,11764,2017-05-11,0:08:06,
43,🇯🇵일본 과자 간식 하울 먹방🍪 Japanese Snack Review (#나고야여행 #돈키호테) | 제씨 TryThis2That,https://www.youtube.com/watch?v=Qw7Cs_8SL8k,2943,2017-05-07,0:04:56,
44,🙆🏼 헤라 블랙쿠션 리뷰 🌹 Hera Black Cushion Foundation Review | 제씨 TryThis2That,https://www.youtube.com/watch?v=KyPuiPWwb34,6210,2017-05-06,0:02:12,
45,💁🏼 쿠션 추천 BEST6 #속건조 #지속력갑 #수분부족형지성 | 제씨 TryThis2That,https://www.youtube.com/watch?v=XQYJ_9-Exi8,20984,2017-04-23,0:07:36,
46,💄 로레알파리 마카롱 틴트 솔직후기 💋 #광고보고샀다_3탄 Loreal Lip Review | 제씨 TryThis2That,https://www.youtube.com/watch?v=a5jsDCH-d9E,7203,2017-04-16,0:04:02,
47,🐹 아리따움 모노아이즈 2세대 신상 리뷰 하울 🐹 Aritaum Monoeyes Haul | 제씨 TryThis2That,https://www.youtube.com/watch?v=fa4kN4WiKtI,3956,2017-04-03,0:07:21,
48,💋 샤넬 루쥬코코 글로스 리뷰 💋 Chanel Rouge Coco Gloss Review | 제씨 TryThis2That,https://www.youtube.com/watch?v=45UpwVr6P3o,5816,2017-04-02,0:05:15,
49,😆 20만원 로드샵 하울 (다이아티비 DIATV) 😆 Korean Beauty Haul | 제씨 TryThis2That,https://www.youtube.com/watch?v=HfIUms1XPGk,2328,2017-03-26,0:08:45,
50,💄디올 신상 어딕트 라커 립스틱 리뷰💋 Dior Addict Lacquer Lipstick Review | 제씨 TryThis2That,https://www.youtube.com/watch?v=4thVjJ1Tm2E,11571,2017-03-19,0:05:01,
51,[VLOG] 🌼 여자 혼자서 떠나는 제주도 당일치기 여행 🌼 Travel to Jeju | 제씨 TryThis2That,https://www.youtube.com/watch?v=Om3TJFYkVHo,13297,2017-03-16,0:08:51,
52,🙊 베네피트 지름 하울 BENEFIT HAUL🙊 | 제씨 TryThis2That,https://www.youtube.com/watch?v=aVvZhhm9Ocw,4111,2017-03-12,0:08:39,
53,[VLOG] 🇯🇵 여자셋이서 떠난 오사카여행 Travel to Osaka 🇯🇵 | 제씨 TryThis2That,https://www.youtube.com/watch?v=vHoRSPIX8OI,1745,2017-02-27,0:01:42,
54,👛 동진시장 플리마켓 하울 (귀걸이 득템!) Korean Flea Market Haul | 제씨 TryThis2That,https://www.youtube.com/watch?v=pj4EikFFGmE,1608,2017-02-20,0:11:43,
55,[VLOG] 🇹🇭 여자 혼자서 떠나는 태국여행 🇹🇭 Thailand Travel Vlog | 제씨 TryThis2That,https://www.youtube.com/watch?v=ZFqA9i_hpOE,38892,2017-02-13,0:05:47,
56,💄아리따움 신상 컬러라이브틴트 발색리뷰💄 / Aritaum Color Live Tint Swatches & Review| 제씨 TryThis2That,https://www.youtube.com/watch?v=2fJbibLm9jM,32510,2017-02-11,0:07:56,
57,[VLOG] 여자 혼자서 떠나는 대만여행 Travel to Taiwan | 제씨 TryThis2That,https://www.youtube.com/watch?v=J6g1SuZ71yQ,76738,2017-02-06,0:08:30,
58,[VLOG] 일본 후쿠오카 혼자여행 / Japan Travel | 제씨 TryThis2That,https://www.youtube.com/watch?v=rxvVrMHDU8Y,31701,2017-01-27,0:06:29,
59,면세점 하울 Korea Duty Free Shop Haul | 제씨 TryThis2That,https://www.youtube.com/watch?v=92TsESxtNQM,3294,2017-01-22,0:08:40,
60,"일본 하울 Japan Haul / 패밀리마트,돈키호테,러쉬,어딕션 | 제씨 TryThis2That",https://www.youtube.com/watch?v=risX4MBgr8U,2895,2017-01-14,0:04:35,
61,"[VLOG] 여자 혼자 떠나는 제주도 여행 / Travel to Jeju, Korea | 제씨 TryThis2That",https://www.youtube.com/watch?v=ImgT4x3dWZ0,6489,2017-01-13,0:04:32,
62,[VLOG] 오사카 & 홍콩/마카오 여행 Osaka-HongKong Travel | 제씨 TryThis2That,https://www.youtube.com/watch?v=uBUIHBKVtew,1634,2016-10-08,0:05:43,
63,이니스프리 리얼핏 크리미 립스틱 리뷰 Innisfree Lipstick Swatches & Review | 제씨 TryThis2That,https://www.youtube.com/watch?v=3mGitw1TEeg,8446,2016-09-17,0:06:06,
64,가을 파우치 공개 What's In My Makeup Bag | 제씨 TryThis2That,https://www.youtube.com/watch?v=46fCz20gmVI,1959,2016-09-16,0:05:50,
65,지속력 완전 좋은 립제품 BEST 5 / Best Korean Lip Products | 제씨 TryThis2That,https://www.youtube.com/watch?v=4BU1vmhhA68,18965,2016-08-24,0:05:15,
66,베네피트 지름 하울 BENEFIT HAUL | 제씨 TryThis2That,https://www.youtube.com/watch?v=Hxy0oGW3XZg,3643,2016-08-20,0:05:19,
67,[ENG CC] 아리따움 모노아이즈 8월 신상 하울 / Aritaum Monoeyes Haul | 제씨 TryThis2That,https://www.youtube.com/watch?v=oARgYmp1Es0,4051,2016-08-14,0:03:29,
68,7월 페이보릿 추천템 / July Favorites 2016 | 제씨 TryThis2That,https://www.youtube.com/watch?v=xCPNymh0BaQ,1331,2016-08-07,0:11:28,
69,컬러팝 지름 하울 (Colourpop X Jenn Im Swatches & Haul) | 제씨 TryThis2That,https://www.youtube.com/watch?v=xYZUDUgAl40,1486,2016-08-02,0:06:32,
70,드디어 다 모았다! 💄 스와니코코 3종 쿠션 비교 리뷰💄 | 제씨 TryThis2That,https://www.youtube.com/watch?v=iBvyAkbXiSE,6794,2016-07-03,0:05:03,
71,입큰 X 에스더러브스유 전 제품 하울 & 리뷰 | TryThis2That,https://www.youtube.com/watch?v=50mvUxN02BI,4088,2016-05-08,0:07:58,
72,[2015년_유물] 제씨의 화장대 공개 Dressing Table Tour | TryThis2That,https://www.youtube.com/watch?v=1nBIJuCP2WA,4535,2016-05-07,0:08:41,
73,아리따움 모노아이즈 4월 신상 하울 Aritaum Monoeyes Swatches | TryThis2That,https://www.youtube.com/watch?v=M2G8ksbxSik,6088,2016-04-10,0:05:28,
74,스와니코코 메이크업 & 전제품 리뷰 Swanicoco Makeup & Haul | 제씨 TryThis2That,https://www.youtube.com/watch?v=0d8AOKq5q3s,2323,2016-04-03,0:06:11,
75,다이소 듀얼브러쉬 후기 / 하울 DAISO BRUSH REVIEW | TryThis2That,https://www.youtube.com/watch?v=j0SeOWMlDBE,3976,2016-03-27,0:03:45,
76,더페이스샵 X 카카오프렌즈 하울 & 리뷰 The Face Shop X Kakao Friends Haul | TryThis2That,https://www.youtube.com/watch?v=V0FAtRkYUMs,7585,2016-03-20,0:06:31,
77,인터넷 용어 맞추기 Korean Slang Challenge | TryThis2That,https://www.youtube.com/watch?v=5Awamrsi7H8,2093,2016-03-19,0:03:14,
78,USA SNACK SWAP 미국 과자 교환 (스낵스왑) | TryThis2That,https://www.youtube.com/watch?v=vJ3ogMqWdo4,2501,2016-03-15,0:05:52,
79,나는 성공한 덕후다!!! 얼짱 홍영기님한테 선물받았어용 ㅠㅠ!! | TryThis2That,https://www.youtube.com/watch?v=88LByJcTmq8,3887,2016-03-09,0:08:00,
80,"뷰티 하울 (아리따움, 투마루, 스킨미소) KOREAN BEAUTY HAUL | TryThis2That",https://www.youtube.com/watch?v=GrJCSDFlRMY,1426,2016-03-05,0:06:19,
81,라네즈 립카드 리뷰 Laneige Lipcard First Impression | TryThis2That,https://www.youtube.com/watch?v=v0mQHTv6Su4,30788,2016-03-04,0:02:37,
82,"몰빵 데일리 메이크업 하울 #1 더블유랩 (꿀광쿠션, 벨벳스틱 등) | TryThis2That",https://www.youtube.com/watch?v=kb0S_2UJdK0,11967,2016-02-28,0:09:16,
83,"스킨푸드 립앤치크 리뷰 (무화과, 자두) + VB얼티밋 당첨자발표! | TryThis2That",https://www.youtube.com/watch?v=_Sswf7l_LKQ,12596,2016-02-24,0:07:32,
84,[뮤직 콜라보] 지오디 - 촛불하나 커버 | TryThis2That X 피아노치는이정환 (다이아티비),https://www.youtube.com/watch?v=NPh8tnOBObQ,1832,2016-02-21,0:04:58,
85,아리따움 신상 젤리바 리뷰 ARITAUM JELLY BAR FIRST IMPRESSION| TryThis2That,https://www.youtube.com/watch?v=kLYSyq0QyI0,36767,2016-02-17,0:04:05,
86,[제씨의 일상] 다이아티비/홍대/카페멜로우/유튜버모임/씨지비 (VLOG)| TryThisThat,https://www.youtube.com/watch?v=us9NX2fKECY,1471,2016-02-13,0:02:45,
87,"세포라 하울 (투페이스드, 캣본디) / 첫 해외직구 스내피로 성공! | TryThis2That",https://www.youtube.com/watch?v=3F92ItVbYLA,5051,2016-02-09,0:04:39,
88,다이아티비 신년회 VLOG / 기프트박스 언박싱 (DIA TV) | TryThis2That,https://www.youtube.com/watch?v=tvX-YYLZUUc,1434,2016-01-31,0:08:23,
89,같이 준비해요! 브론즈 데일리 메이크업 (GRWM) | TryThis2That,https://www.youtube.com/watch?v=1dKX_Jz-lMQ,1589,2016-01-24,0:07:25,
90,❤︎화산재 브라우니 베이킹 레시피❤︎ (아리키친님 미션)| TryThis2That,https://www.youtube.com/watch?v=ZQl44U4vkUs,5093,2016-01-19,0:03:21,
91,해외직구 첫 도전 / 세포라 지름 / VLOG (해외직구앱 스내피) | TryThis2That,https://www.youtube.com/watch?v=bOO9HGpx6ks,5177,2016-01-18,0:05:27,
92,여행파우치 소개 - 메이크업 제품 + 폭풍눈물 수다ㅋㅋㅋ | TryThis2That,https://www.youtube.com/watch?v=dheI41Qzn4g,1207,2016-01-14,0:04:32,
93,♡아리키친 이벤트 당첨♡ 따끈한 베이킹클래스 후기 VLOG | TryThis2That,https://www.youtube.com/watch?v=rnHzL1Y3pCg,20025,2016-01-10,0:03:33,
94,이니스프리 하울 / ♡폴프랭크 파우치 득템♡ | TryThis2That,https://www.youtube.com/watch?v=Gtt1dbUqZyo,1819,2016-01-04,0:03:08,
95,여행파우치 소개 - 스킨케어 & 클렌징 제품 | TryThis2That,https://www.youtube.com/watch?v=YVHGnZcqtkA,1226,2016-01-03,0:04:38,
96,로드샵 붓펜 아이라이너 리뷰 Korean Liquid Eyeliner Review | TryThis2That,https://www.youtube.com/watch?v=uN6oFmf5S9k,36039,2015-12-22,0:04:40,
97,My Makeup Brushes 메이크업 브러쉬 소개 | TryThis2That,https://www.youtube.com/watch?v=MRrlX71lsh8,1577,2015-12-14,0:03:33,
98,KOREAN BEAUTY HAUL 로드샵 지름 하울 | TryThis2That,https://www.youtube.com/watch?v=XSJAk1AAZ3o,2648,2015-11-22,0:06:20,
99,[오메패 #1 / T.M.F #1] 오렌지퍼플 가을여자 ORANGE-PURPLE FALL LADY | TryThis2That,https://www.youtube.com/watch?v=Q_rjoJWvAZ0,1528,2015-11-15,0:08:21,
100,October Favorites 2015 10월 추천제품 | TryThis2That,https://www.youtube.com/watch?v=CpZ--RxnCMY,1696,2015-11-01,0:10:41,
101,FIND YOUR OPEN FACE 오픈페이스 찾기 | TryThis2That,https://www.youtube.com/watch?v=QWPY0ozEEl8,4362,2015-10-10,0:03:40,
102,September Favorites 2015 9월 추천 제품 | TryThis2That,https://www.youtube.com/watch?v=QwpdU9pAbls,1340,2015-09-28,0:08:14,
103,Korean Snack Reaction 부라더소다 & 포카칩라임맛 리뷰 | TryThis2That,https://www.youtube.com/watch?v=FMI9VvmkJJI,2130,2015-09-26,0:05:24,
104,ARITAUM NEW MONOEYES 아리따움 모노아이즈 9월 신상 | TryThis2That,https://www.youtube.com/watch?v=5xB_OsDK5L0,23464,2015-09-06,0:08:15,
105,BEAUTY SWAP with ANGELINE 화장품 교환 / 뷰티스왑 | TryThis2That,https://www.youtube.com/watch?v=HwuTn7WSWEY,4457,2015-08-30,0:08:01,
106,My Period Story 생리에 대한 모든 이야기 | TryThis2That,https://www.youtube.com/watch?v=_LfxBXSHPhw,37408,2015-08-08,0:07:03,
107,June Favorites 2015 6월 추천 제품 | TryThis2That,https://www.youtube.com/watch?v=35lbKkOIQqA,3646,2015-07-11,0:09:36,
108,Dressing Table Tour 화장대 공개 | TryThis2That,https://www.youtube.com/watch?v=LHWsszse6bo,2634,2015-06-17,0:06:06,
109,"Olens, Missha, Etude House Beauty Haul 오렌즈, 미샤, 에뛰드 하울 | TryThis2That",https://www.youtube.com/watch?v=RMHniVDTz5w,4675,2015-05-14,0:06:39,
110,Aritaum New Monoeyes & Color-lasting Tint 아리따움 모노아이즈 신상 & 컬러래스팅틴트 | TryThis2That,https://www.youtube.com/watch?v=0ASPu2R6E-8,42744,2015-05-02,0:04:58,
111,Aritaum Water Sliding Tint Haul / 아리따움 워터슬라이딩 틴트 후기 | TryThis2That,https://www.youtube.com/watch?v=NJpHtpY7GG4,9715,2015-02-08,0:02:12,
112,Aritaum Cushion Tint Haul / 아리따움 쿠션틴트 | TryThis2That,https://www.youtube.com/watch?v=UlqhMOZ9D58,11965,2015-02-04,0:02:36,
113,Aritaum Haul ; 모노아이즈 모디네일 1월신상 구매후기 | TryThis2That,https://www.youtube.com/watch?v=p507DG9XrGc,2094,2015-01-06,0:02:50,
114,What's In My Makeup Bag ; 파우치 공개 | TryThis2That,https://www.youtube.com/watch?v=5P9M_PYgj-s,2814,2014-12-28,0:03:15,
